		
		Juliet arrives at the same moment and gives her advice to unplug the machine and the candy will fall .
		
		While unplugging the machine , there is a short and the entire room 's electricity goes off .
		
		Juliet then tells him it worked and while handing him the candy , they both flash .
		
		They begin to recall the last few words they said to each other about getting coffee , and they touch again , which allows them to remember what occurred .
		
		They embrace , hug , and kiss and are later seen at the church with the other main characters .
		
		James and
Juliet	PERSON	move on to the next phase of the afterlife together , as soulmates .
		
		Sawyer is not initially liked by the other survivors due to his narcissistic personality , rude attitude , and his habit of calling everyone by offensive nicknames .
		
		He keeps a stash of such items as Whiskey and pornography , which he had stolen from the wreckage .
		
		He is manipulative of his fellow survivors .
		
		For example , he claimed to be in possession of Shannon -LRB- Lost -RRB- |
Shannon	PERSON	's asthma medication and promised to hand it over for a kiss from Kate : it is revealed after the kiss that he never had the medication in the first place .
		
		It is also hard for him to work with other people , a quality essential for surviving on the island , and is quoted saying `` every man for himself '' when he is expected to help
Jack	PERSON	escape from The Others in season three .
		
		However , he grows more mature and caring in the later seasons , mostly because of his love for
Kate	PERSON	, and , later , his own leadership role on the island and his relationship with
Juliet	PERSON	.
		
		He shows his emotional side occasionally in the earlier seasons , too , especially in the flashbacks .
		
		He is very often depicted reading books , a habit that contrasts with his `` redneck '' side .
		
		Sawyer was originally a slick conman who wore a
Prada	ORGANIZATION	suit .
		
		Midway through his audition for the role ,
Josh Holloway	PERSON	forgot his lines and kicked a chair in frustration .
		
		He managed to remember his lines after this and finished reading the monologue .
		
		The producers knew he did n't suit the role , but thought he was very watchable , so they rewrote the role to suit him , making him more feral ,
Southern	ORGANIZATION	, and kept the same intelligence he originally had .
		
		
Matthew Fox	PERSON	,
Jorge Garcia	PERSON	and
Dominic Monaghan	PERSON	read
Sawyer	PERSON	's lines when they came in to audition because there was no existing script for their characters .
		
		`` Before They Were Lost '' . ''
		
		Lost -LRB- season 1 -RRB- #DVD release | Lost : The Complete First Season '' ,
Buena Vista Home Entertainment	ORGANIZATION	.
		
		
September 6 , 2005	DATE	.
		
		Featurette , disc 7 .
		
		
Damon Lindelof	PERSON	has stated that
Sawyer	PERSON	was written as a character whom audiences were supposed to care about even if his behavior was not sympathetic - `` He 's an asshole , but he acts as an asshole because of the horrible things that happened to him as a kid '' .
		
		Lost on Location - `` Confidence Man '' . ''
		
		Lost : The
Complete First Season	ORGANIZATION	- The Extended Experience '' ,
Buena Vista Home Entertainment	ORGANIZATION	.
		
		Featurette , disc 7 .
		
		Released on
September 6 , 2005	DATE	.
		
		The character flashbacks would try to follow the same spirit of the character , `` a humorously engaging rascal - but who did have this sort of darkness to him '' , while showing what made
Sawyer	PERSON	`` a man who 's hell-bent on revenge , like an Ahab model . '' ''
		
		` Dr.
Adam Forsythe	PERSON	'' ' is a fictional character from the British ITV soap opera , '' Emmerdale '' .
		
		He was played by
Richard Shelton	PERSON	.
		
		Adam arrived , looking for a quiet life in
Emmerdale	LOCATION	, following his divorce .
		
		His first medical emergency from on his arrival was being alerted by
Daz Eden	ORGANIZATION	-LRB-
Luke Tittensor	PERSON	#NOM?
Debbie Dingle	PERSON	-LRB-
Charley Webb	PERSON	#NOM?
Seth Armstrong	PERSON	's -LRB-
Stan Richards	PERSON	-RRB- hut .
		
		Adam set up a clinic at the church hall and worked hard to gain the respect and admiration of his new neighbours .
		
		Working in the village and living at the B&B ,
Adam	PERSON	was right at the heart of the community and soon won over pensioners
Edna Birch	PERSON	-LRB-
Shirley Stelfox	PERSON	#NOM?
Betty Eagleton	PERSON	-LRB-
Paula Tilbrook	PERSON	-RRB- with his well-worn charm offensive .
		
		It was n't just the pensioners that loved the new GP .
		
		His living circumstances meant
Adam	PERSON	started spending a lot of time with B&B manager
Steph Stokes	PERSON	-LRB-
Lorraine Chase	LOCATION	-RRB- - who was finally getting her life back on track after a traumatic year .
		
		From the offset there was a flicker of attraction between the pair and as they continued to live under the same roof as their relationship blossomed .
		
		But falling in love had n't been on Steph 's agenda - especially considering she 'd never experienced real devotion before .
		
		However ,
Adam	PERSON	got her to trust him and soon she opened up about her traumatic childhood , confessing to him that her brother
Terence	PERSON	-LRB-
Nick Brimble	PERSON	-RRB- had sexually abused her .
		
		Horrified by the revelations ,
Adam	PERSON	vowed to support Steph and appealed to her to tell her father Alan -LRB-
Richard Thorp	PERSON	-RRB- what had happened .
		
		However , as
Steph	LOCATION	and
Adam	PERSON	were grappling with the fall out of her confession ,
Alan	PERSON	had got back in touch with
Terence	PERSON	.
		
		Upon arriving in
Emmerdale	LOCATION	,
Terence	PERSON	was quick to deny Steph 's claims - leaving only Adam believing her story .
		
		Life was hard for the couple as
Terence	PERSON	continued to cast a shadow over their lives but a breakthrough came when the violent alcoholic admitted to Alan that he had abused Steph .
		
		Adam was delighted to see him driven out of Emmerdale and hoped for a quieter life .
		
		The problem was that
Terence	PERSON	had no intention of going quietly and started digging around in the doctor 's past to find blackmail material .
		
		He did n't have to dig too far , soon
Terence	PERSON	discovered that
Adam	PERSON	was not legally allowed to practice as a doctor after being struck off years before for assaulting a child .
		
		Backed into a corner ,
Adam	PERSON	started to panic and when he came home to find
Terence	PERSON	in the B&B cornering Steph , a struggle ensued .
		
		The violent altercation ended when
Adam	PERSON	struck
Terence	PERSON	over the head with a Fire extinguisher and killed him .
		
		He and Steph dragged the body to the woods and buried it .
		
		Terrified she was going to confess all ,
Adam	PERSON	then whisked Steph away to
Barbados	LOCATION	and married her .
		
		The newlyweds returned to
Emmerdale	ORGANIZATION	but it was clear Steph was n't coping so
Adam	PERSON	felt forced to drug her to try to contain her growing paranoia - provoking suspicion in those close to them .
		
		But as hard as
Adam	PERSON	tried to keep Steph quiet , he could n't and when she spectacularly fell apart , he was forced to take drastic measures .
		
		Letting her confess to
Alan	ORGANIZATION	,
Adam	PERSON	then accompanied father and daughter to the woods where Steph offered to dig up
Terence	PERSON	's corpse .
		
		However ,
Adam	PERSON	had already moved it and Steph later found out that he moved
Terence	PERSON	's body to under the
Kings Show Home	ORGANIZATION	, -LRB- where it was discovered after the
House Collapse	ORGANIZATION	-RRB- and she was left , looking mad .
		
		Realising he had double-crossed her , Steph went crazy and was promptly sectioned .
		
		Adam has proved that beneath the polished surface beats the heart of a calculating villain willing to go to any measures to stay afloat .
		
		Adam left the village to escape what he thought was the inevitable exposing of his actions .
		
		The police discovered
Terence	PERSON	's body .
		
		It emerged from the police that
Adam	PERSON	was able to continue to illegally practice medicine , because his father , who had the same name and was also a doctor , died whilst abroad in
Africa	LOCATION	.
		
		Adam did not inform the authorities -LRB- the GMC and coroner 's office -RRB- in the UK , but merely obtained and started using his dead father 's Medical Registration documents .
		
		On 7
November	DATE	, the day of Steph 's trial ,
Adam	PERSON	was led to court in handcuffs to testify against his estranged wife who flew into a rage when she saw him after the court had adjourned for the day .
		
		After Steph falsely admitted to murdering
Terence	PERSON	along with
Adam	PERSON	,
Adam	PERSON	committed suicide in prison , by hanging himself , and his body was found on 12
November	DATE	.
		
		* Emmerdale Cast List '' `
Anne Foster	PERSON	'' ' is a fictional character from the British ITV soap opera , '' Coronation Street '' , played by
Gwen Taylor	PERSON	.
		
		Anne is the mother of
Frank Foster	ORGANIZATION	-LRB-
Andrew Lancel	PERSON	#NOM?
Sam Foster	PERSON	-LRB-
Paul Clayton	PERSON	-RRB- .
		
		The character and casting was announced on 4
August 2011	DATE	.
		
		Taylor revealed she had found her first day on set `` terrifying '' , but she quickly settled in .
		
		A reporter for the '' Western Mail '' branded
Anne	PERSON	a `` pompous matriarch '' .
		
		
Taylor	PERSON	said that after being revealed as
Frank	ORGANIZATION	's killer , she fears that she will be hated in real life .
		
		She also admitted that she only knew the identity of
Frank	ORGANIZATION	's killer when Lancel revealed it to her during filming and added that she loved filming her scenes as
Anne	PERSON	.
		
		Taylor made her first appearance as
Anne	PERSON	on 4
September 2011	DATE	.
		
		She was sentenced to life imprisonment with a minimum of 15 years in prison and made her last appearance on 19
March 2012	DATE	.
		
		Anne and Sam arrive to celebrate
Frank	PERSON	's engagement to
Carla Connor	PERSON	-LRB-
Alison King	PERSON	-RRB- .
		
		Following a car accident involving Frank and
Carla	PERSON	,
Anne and Sam	PERSON	go to the hospital to check Frank and
Carla	PERSON	are okay .
		
		Anne later returns to tells
Carla	PERSON	that she will be taking over
Frank	PERSON	's share of the business until
Frank	ORGANIZATION	is cleared of raping
Carla	PERSON	.
		
		Anne joins Frank at his new factory and is very pleased to hear that
Carla	PERSON	has had a meltdown and fired the workers .
		
		
Michelle Connor	PERSON	-LRB-
Kym Marsh	PERSON	#NOM?
Frank	PERSON	has done to
Carla	PERSON	and goes to
Frank	ORGANIZATION	's factory to bring everyone back to work at
Underworld	LOCATION	, angering
Anne	PERSON	.
		
		Anne tries to persuade
Carla	PERSON	to drop the charges in exchange for
Frank	ORGANIZATION	's share of Underworld but
Carla	PERSON	refuses and throws her out of her home .
		
		Anne goes on a cruise with
Sam	PERSON	and a couple of days later she phones Frank and tells him his father has died .
		
		Anne comes home and initially struggles with her grief , blaming
Carla	PERSON	for
Sam	PERSON	's death and confronts her at the factory .
		
		Anne returns to work with
Frank	ORGANIZATION	and
Sally Webster	PERSON	-LRB-
Sally Dynevor	PERSON	-RRB- and they return to Underworld , alongside
Carla	PERSON	and
Michelle	PERSON	.
		
		Anne later learns that
Frank	ORGANIZATION	is having an affair with
Jenny Sumner	PERSON	-LRB-
Niky Wardley	ORGANIZATION	#NOM?
Sally	PERSON	's back and tells her so Frank then fires
Anne	PERSON	and tells her to go home .
		
		Anne is devastated when
Frank	ORGANIZATION	is found dead in the factory .
		
		She sees
Frank	ORGANIZATION	's body being removed from
Underworld	LOCATION	and tells the police that she believes
Carla	LOCATION	killed Frank .
		
		She later notices the contract that gave Frank full ownership of Underworld is missing and accuses
Carla	PERSON	of stealing it .
		
		Anne made her first on screen appearance on 4
September 2011	DATE	.
		
		Anne was married to
Sam Foster	PERSON	-LRB-
Paul Clayton	PERSON	-RRB- and is the mother of Frank -LRB-
Andrew Lancel	PERSON	-RRB- .
		
		Of
Anne and Sam	PERSON	, a show spokesperson said `` Sam and
Anne	PERSON	are pretty full - on characters , like Frank .
		
		No sooner have they arrived than they 're talking grandchildren which instantly freaks
Carla	PERSON	out and tensions soon rise . ''
		
		Taylor admitted in
March 2012	DATE	that adjusting to the tight soap schedule was a challenge .
		
		The actress departed from '' Coronation Street '' in
March 2012	DATE	, after the conclusion to
Frank	ORGANIZATION	's murder storyline .
		
		After
Frank	PERSON	's fiancé ,
Carla Connor	PERSON	-LRB-
Alison King	PERSON	-RRB- , accuses him of raping her and calls off the wedding ,
Anne	PERSON	supports her son .
		
		She installs herself at Underworld to protect
Frank	ORGANIZATION	's half of the business and makes
Carla	PERSON	's life a misery .
		
		Of
Anne	PERSON	's support for
Frank	ORGANIZATION	,
Taylor	PERSON	said `` In
Anne	PERSON	's eyes , Frank can do no wrong .
		
		She 'll do whatever it takes to protect him .
		
		If he tells her he did n't do it , then he did n't do it .
		
		There are plenty of mums out there like that .
		
		When the recent riots happened , some women refused point blank to believe their children had been involved .
		
		So mums can be a pretty loyal bunch , for good or ill . ''
		
		In
January 2012	DATE	, it was announced that
Frank	ORGANIZATION	would be killed in an upcoming `` whodunnit '' storyline .
		
		During an interview with Lancel , which was broadcast on '' Radio City 96.7 | Radio City '' ,
Taylor	PERSON	admitted that while people had suspected her , she thought it would be a surprise when she was revealed to be
Frank	ORGANIZATION	's killer .
		
		Taylor also revealed people had also confronted her in public , having recognised her from the soap .
		
		Taylor admitted that she only knew the identity of
Frank	ORGANIZATION	's killer when Lancel revealed it to her during filming .
		
		She explained `` It was strange , because I did n't know when I signed on that it was going to develop so brilliantly .
		
		But a little while after ,
Andrew	PERSON	was telling me that he was leaving at a certain point . ''
		
		Taylor also said she loved filming her `` showdown '' with
Carla	PERSON	when she tries to call emergency services .
		
		Speaking of
Anne	PERSON	's situation ,
Taylor	PERSON	said `` A lot has happened to the poor woman , she 's lost her husband then her son and stuck to her guns about his innocence .
		
		Then she begins to realise something is very wrong .
		
		The humiliation of that , and the fact she has been so horrible to people , is too much for her to live with .
		
		It turns her funny . ''
		
		10.2 million viewers saw Anne reveal herself as
Frank	ORGANIZATION	's killer .
		
		The '' Daily Mail 's ''
Jaci Stephen	PERSON	said `` Frank 's mother ,
Anne	PERSON	, has also been a great addition to the cast , even though she has recovered from the sudden death of her husband with remarkable speed . ''
		
		* List of Coronation Street characters -LRB- 2011 -RRB- * List of soap opera villains '' ` Tory Foster '' ' is a fictional character from the
2004	DATE	TV series '' Battlestar Galactica '' , portrayed by
Rekha Sharma	PERSON	.
		
		Tory , like the other members of the Cylon -LRB- reimagining -RRB- #The Final Five -LRB-
Samuel Anders	PERSON	,
Galen Tyrol	PERSON	,
Tory Foster	ORGANIZATION	,
Saul Tigh	PERSON	,
Ellen Tigh	PERSON	-RRB- | Final Five , was originally from a planet called Earth_in_science_fiction #Battlestar_Galactica |
Earth	LOCATION	.
		
		This Earth had been colonized by the
13th Tribe	ORGANIZATION	-LRB- composed of Cylons from the planet Kobol -RRB- roughly 4,000 years before the events of the series -LRB- c. 152,000 BC as revealed by the final episode -RRB- .
		
		Tory and
Galen Tyrol	PERSON	were in a relationship in their past lives - they lived together and planned to get married .
		
		Tory and the other members of the group that would later be known as the Final Five were working to recreate the resurrection process their Cylon ancestors used to employ on Kobol , a process that had fallen out of favor on
Earth	LOCATION	due to procreation .
		
		They had some advance knowledge of the impending destruction due to warnings from people no one else could see .
		
		The messenger that appeared to Tory looked like a man .
		
		When Earth was destroyed roughly 2,000 years ago the Final Five arranged to have themselves resurrected aboard a sub-light ship orbiting earth .
		
		They then left to find the Twelve Colonies and warn them about treating their artificial life with respect or face the same doom that befell Earth .
		
		By the time the Final Five completed their sublight journey thousands of years had passed , and they arrived near the end of the first Cylon/human war .
		
		Meeting the Cylon centurions , the Five offered to show them how to create humanoid cylon models in exchange for the centurions ending the war .
		
		The Final Five created eight models .
		
		However , the first model -LRB-
John Cavil	PERSON	-RRB- destroyed the seventh model -LRB-
Daniel	PERSON	-RRB- out of fraternal envy .
		
		Cavil then killed the Final Five and boxed their minds for years , later resurrecting them in new bodies and reprogramming them to think they were humans from the
Twelve Colonies	ORGANIZATION	.
		
		Presumably , he also reprogrammed the other Cylon models to not think about the Final Five or investigate their identities , and that to do so would constitute heresy .
		
		In her new life , before the Destruction of the
Twelve Colonies	ORGANIZATION	, Tory was a precinct captain for the
Federalist Party	ORGANIZATION	in
Delphi	ORGANIZATION	on
Caprica	LOCATION	for five years .
		
		In this capacity , she became an expert on polling .
		
		During the nuclear attack on the Colonies she was driving down a road on
Caprica	LOCATION	and got hit by the force of a nuclear shockwave .
		
		Her car was destroyed and she was injured , but she managed to survive the shockwave and was presumably picked up by a Raptor that landed nearby looking for survivors .
		
		Following the death of
Billy Keikeya	PERSON	,
Tory Foster	ORGANIZATION	becomes one of President
Laura Roslin	PERSON	's chief aides and advisors .
		
		She takes a particular responsibility for managing
Roslin	ORGANIZATION	's election campaign .
		
		One of her first moves is to take an opinion poll , the results of which clearly show Roslin leading her presumptive opponent ,
Tom Zarek	PERSON	.
		
		She plays a part in finding a human foster mother for the half-Cylon child
Hera Agathon	PERSON	and is one of the few people who know the child is alive .
		
		She counsels
Roslin	ORGANIZATION	during the
Rya Kibby	PERSON	case , as she weighs up the consequences of appeasing the pro-life beliefs of the Gemenese and the need to repopulate the human race versus the individual rights and freedoms guaranteed under Colonial law before the attack .
		
		After
Roslin	PERSON	's executive order criminalizes abortion throughout the fleet , Vice-President
Gaius Baltar	PERSON	announces his candidacy in the forthcoming election , and garners
Zarek	ORGANIZATION	's support as campaign manager -LRB- and eventual Vice-President During the occupation of
New Caprica	LOCATION	by the Cylons , Foster joins the human resistance movement , again serving as
Laura Roslin	ORGANIZATION	's aide .
		
		She works to compile a list of known Cylon collaborators among the human population .
		
		Following
Roslin	PERSON	's second inauguration as President of the Twelve Colonies , Foster resumes her former duties as a presidential aide .
		
		In the last few episodes of season 3 , her mental condition starts deteriorating , and she starts hearing music .
		
		In the cliffhanger Season 3 finale , `` Crossroads , Part II '' , she , along with
Samuel Anders	PERSON	,
Saul Tigh	PERSON	, and
Galen Tyrol	PERSON	become aware of the fact they are Cylons , based on hallucinatory music -LRB- which turns out to be `` All Along The Watchtower , '' as performed by Bear
McCreary	PERSON	| Bear
McCreary	PERSON	's brother -RRB- only they can hear , and a `` switch '' that goes off within them -LRB- as Chief Tyrol mentions -RRB- .
		
		Foster and
Anders	PERSON	have experienced at least the beginnings of a physical relationship .
		
		As the Cylon fleet attacked , Tigh defiantly declared `` Whatever else I am , I 'm an officer in the
Colonial Fleet	ORGANIZATION	and if I die today , that 's the man I 'll be . ''
		
		Following this speech , Foster reported to the
CIC	ORGANIZATION	to aid President
Roslin	PERSON	.
		
		Season 4 opens with
Tory Foster	ORGANIZATION	continuing her participation in clandestine final-four Cylon meetings -LRB-
Anders	ORGANIZATION	, Foster ,
Tigh	ORGANIZATION	,
Tyrol	LOCATION	-RRB- .
		
		Tigh suggests
Gaius Baltar	PERSON	as a potential source of information , citing
Baltar	PERSON	"'s previous time spent among the Cylons ; Foster attempts to gain"
Gaius	PERSON	' confidence via professed admiration and seduction .
		
		Despite her initial objection to actual sexual relations , she has sex with
Baltar	PERSON	during which she weeps .
		
		When
Baltar	PERSON	asks why she is crying , she says it 's just something she does , and things could be worse : she could be a Cylon .
		
		Baltar tells her he believes Cylons can feel , and , touched , she stops crying and kisses him in
earnest	LOCATION	.
		
		Subsequently , she seems to be spending more and more time with
Baltar	PERSON	, not necessarily just to gain information .
		
		In `` Escape Velocity , '' she attends one of
Baltar	PERSON	's monotheism rallies , and appears to be approving .
		
		When she
discovers Cally Tyrol	ORGANIZATION	has overheard one of the clandestine meetings , she follows her to a Viper launch tube , dissuades Cally from killing herself and her son , and secures the infant , but Foster then ejects the mother out the tube herself .
		
		Foster shows no guilt .
		
		She appears to have embraced both being a Cylon and her own version of
Baltar	PERSON	's teachings , allowing her to by-pass such feelings and adopt an almost hedonistic approach to life .
		
		She declares herself to be `` perfect '' , something that disturbs fellow Cylons Tigh and
Tyrol	LOCATION	, and is in marked contrast to
Tigh	ORGANIZATION	's and
Caprica	LOCATION	Six 's guilty consciences -LRB- Escape Velocity -RRB- .
		
		Later ,
Foster	ORGANIZATION	meets with President
Roslin	PERSON	, who first pleasantly comments about Foster 's positive change in mood any time she is aboard
Galactica	LOCATION	.
		
		Roslin asks Foster to find out who was sharing the rumors of the president 's shared visions to
Baltar	PERSON	, then sticks the dagger in , telling Foster she is very aware that she is sleeping with
Gaius Baltar	PERSON	.
		
		Before Foster can say a word ,
Roslin	ORGANIZATION	tells her there are enough reports of her visitations to `` make her a charter member of his nymph squad . ''
		
		Foster confesses to believing in
Baltar	LOCATION	's spiritual message , but
Roslin	LOCATION	is feeling quite betrayed and turns her back on her to do other work , ordering her away -LRB- Guess What 's Coming to Dinner ? -RRB-
		
		.
		
		Out of the known members of the Final Five , Tory seems to be embracing her Cylon-self more than the others .
		
		The other three are attempting to maintain their human selves -LRB- the same way that Boomer did -RRB- .
		
		This results in a change to her personality .
		
		After Downloaded Three is unboxed , now knowing the identities of the Final Five , and brought to
Galactica	LOCATION	, Foster stays true her earlier affinity for her Cylon side .
		
		Under the pretence of bringing
Laura Roslin	PERSON	her medication , she flies to the Cylon basestar , where she is introduced to her fellow Cylons and tells
Roslin	PERSON	and
Baltar	PERSON	about her true nature .
		
		During the ensuing stand off between Three and
Galactica	LOCATION	over the remaining three Cylons , she helps Three 's cause by informing her of
Lee Adama	LOCATION	's perceived weaknesses -LRB- Revelations -RRB- .
		
		When the fleet arrives at
Earth	LOCATION	and discovers it is a barren world destroyed by a nuclear catastrophe and once populated by Cylons , Foster and her fellow Final Five Cylons begin remembering details about their past lives on the planet .
		
		One detail she clearly remembers is how Anders used to be a musician and used to play a song he wrote for her and their friends ,
Galen Tyrol	PERSON	and
Saul	PERSON	and
Ellen Tigh	PERSON	.
		
		She and
Tyrol	LOCATION	were also lovers at the time -LRB- No Exit -RRB- .
		
		Since being publicly identified as a member of the
Final Five Cylons , Foster	ORGANIZATION	has taken up full-time residence on board the rebel basestar , living with the Twos , Sixes -LRB- less Caprica-Six -RRB- , and Eights -LRB- less
Sharon Agathon & Sharon Valerii	ORGANIZATION	-RRB- .
		
		Her fellow Cylons appear to have also given her equal status in their command hierarchy , as evident by her behaviour during
Gaeta	PERSON	's Mutiny .
		
		When
Laura Roslin	PERSON	is smuggled aboard the basestar , Foster is content to abandon the fleet to its own turmoil and simply jump away to safety , a notion her fellow Cylons support .
		
		Though she repeatedly argues against involving the basestar in the counter-coup efforts , she ultimately concedes to
Roslin	ORGANIZATION	's plan -LRB- Blood on the Scales -RRB- .
		
		During
Gaeta	PERSON	's mutiny
Sam Anders	PERSON	is shot in the back of the skull .
		
		When he regains consciousness he remembers his and the others former life on
Earth	LOCATION	and after .
		
		He recites the history as fast as he could to the other Final Five , including Tory Foster .
		
		Like the other Fives , she was a scientist attempting to reinvent resurrection technology .
		
		To her and
Galen Tyrol	PERSON	's mutual shock she learned they were once lived together as lovers and were engaged to be married .
		
		-LRB- No Exit -RRB- After Anders 's apparently unsuccessful -LRB- in that he never regained consciousness -RRB- surgery and his comatose state , Foster urges the other Finals and
Caprica	LOCATION	Six to leave for the Baseship and abandon the fleet in order to strike out on their own without humanity .
		
		Then
Ellen Tigh	PERSON	, the
Fifth Final	ORGANIZATION	, arrives after apparently being rescued from
Cavil	PERSON	by
Sharon	ORGANIZATION	`` Boomer ''
Valerii	PERSON	.
		
		The Final Five debate the merits of staying with the fleet versus leaving .
		
		When the matter is put to a vote ,
Tyrol	ORGANIZATION	and Foster vote to leave and Tigh votes to stay .
		
		Though Anders is in a coma during this debate ,
Tyrol	ORGANIZATION	reminds the others
Anders	PERSON	had previously pleaded with
Colonel Tigh	ORGANIZATION	to stay with the fleet , and they agree to count
Anders	PERSON	's vote thusly .
		
		This means the vote is a 2-2 deadlock with
Ellen Tigh	PERSON	holding the deciding vote .
		
		Ellen is conflicted and postpones her decision , as she is upset by her discovery of the relationship between
Saul Tigh	PERSON	and
Caprica	LOCATION	Six .
		
		Later , driven by jealousy , resentment and anger over
Saul Tigh	PERSON	conceiving a child with
Caprica	LOCATION	Six and the implication he loved
Caprica	LOCATION	Six more than he ever did
Ellen	PERSON	,
Ellen	PERSON	makes her decision and votes with Foster and
Tyrol	LOCATION	to leave humanity .
		
		However Caprica Six 's miscarriage , possibly brought on by stress caused by an attack in
Dogsville	LOCATION	and personal confrontations with
Ellen Tigh	PERSON	over the true love of
Saul Tigh	PERSON	, changes the situation .
		
		Foster and the others reluctantly decide to stay , since the loss of
Caprica	LOCATION	Six 's pregnancy means
Hera Agathon	LOCATION	has become the only remaining hope of Cylon continuity -LRB- Deadlock -RRB- .
		
		As the Five recover from the tragedy of the miscarriage , Tory commiserates with the others , including a Tyrol desperate to save the life of Boomer , who was about to be transported for trial on the Baseship .
		
		She agrees with
Ellen Tigh	PERSON	they can not interfere with Cylon due process other than being witnesses .
		
		At
Joe	PERSON	's Bar ,
Tory	ORGANIZATION	hears
Kara Thrace	PERSON	playing the piano and recognizes the tune as the song switching on the Final Four in the nebula .
		
		She confronts
Thrace	LOCATION	to find out where she learned that song .
		
		Thrace informs her it was a song her father played for her as a child .
		
		Later off-screen she told them she was playing the music notes written as a drawing by
Hera Agathon	ORGANIZATION	.
		
		By this time ,
Sharon Valerii	PERSON	had already abducted
Hera	LOCATION	and escaped back to
Cavil	PERSON	's Baseship -LRB- Someone to Watch Over Me -RRB- .
		
		Tory continues to congregate with the Final Five , who are by now a close-knit group watching over their comatose member -LRB- Anders -RRB- .
		
		However , the group temporarily loses
Tyrol	LOCATION	as he is imprisoned for his role in unwittingly allowing Valerii to kidnap
Hera	LOCATION	and escape .
		
		
Ellen Tigh	PERSON	urges the Adamas to search for
Hera	LOCATION	on the Cylon Homeworld , and is emphatically supported by
Anders	PERSON	's wife
Kara Thrace	PERSON	.
		
		Tory abstains from voicing her own opinion on the matter , but she agrees with
Ellen	PERSON	's recommendation and helps arrange the
Heavy Raider	ORGANIZATION	reconnaissance mission after Adama gives his permission -LRB- Islanded in a Stream of Stars -RRB- .
		
		Tory reluctantly volunteers for the mission to rescue
Hera	LOCATION	, partially due to the insistence of
Galen Tyrol	PERSON	.
		
		She assists
Ellen	PERSON	in maintaining the link between Anders and ''
Galactica	LOCATION	'' during the battle .
		
		After agreeing to share resurrection technology with the Cylons in exchange for a truce , Tory becomes nervous the sharing process will involve a pooling of her memories with the rest of the Five , which will reveal the truth about the murder of Cally .
		
		Tory therefore asks the others to pledge that no matter what they find out about each other , they will forgive each other for it .
		
		Tigh agrees and the Five start the process , but when
Tyrol	ORGANIZATION	sees her memory of murdering Cally he flies into a rage , breaks the download to strangle Tory , and ultimately snaps her neck in retribution .
		
		* BattlestarWiki :
Tory Foster | Tory Foster	ORGANIZATION	at Battlestar Wiki * at Syfy * '' ` Warren Fox '' ' is a fictional character from the British Channel 4 soap opera '' Hollyoaks '' , played by
Jamie Lomas	PERSON	.
		
		The character made his first appearance on 26
June 2006	DATE	.
		
		The character and casting was announced on 12
May 2006	DATE	.
		
		Warren was introduced as an old acquaintance of
Sean Kennedy	PERSON	-LRB-
Matthew Jay Lewis	PERSON	-RRB- .
		
		The character is decipted as selfish , arrogant and devious who would do anything to get what he wants .
		
		Lomas chose to leave the series in
2009	DATE	and his departure coincided with the return of
Clare Devine	PERSON	-LRB-
Gemma Bissix	PERSON	-RRB- .
		
		Warren 's reintroduction was announced on 17
October 2010	DATE	and he returned on 29
October 2010	DATE	.
		
		The character made his second departure from the series in
December 2011	DATE	and was reintroduced for a second time in
May 2016	DATE	.
		
		His main storylines have revolved around his villainy , and thuggish lifestyle .
		
		His first stint on the show saw the character involved in drug dealing , infidelity and a feud with
Clare	PERSON	.
		
		The character 's villainous attitudes have led him to murder two other characters ,
Sean Kennedy	PERSON	and
Warren	ORGANIZATION	's fiancée
Louise Summers	PERSON	-LRB-
Roxanne McKee	PERSON	-RRB- .
		
		A show stunt , which saw The Loft set ablaze , apparently killed
Warren	PERSON	.
		
		The character 's
2010	DATE	return saw him revealed to have survived the fire and absconded witch saw Warren kill
Dale Greer	PERSON	.
		
		Writers plotted a partnership and feud with
Brendan Brady	PERSON	-LRB-
Emmett J. Scanlan	PERSON	-RRB- , which proved popular with viewers .
		
		Other storylines involved
Warren	ORGANIZATION	murdering
Kyle Ryder	PERSON	-LRB-
Neil Toon	PERSON	#NOM?
Mitzeee	PERSON	-LRB-
Rachel Shenton	PERSON	#NOM?
Theresa McQueen	PERSON	-LRB-
Jorgie Porter	PERSON	-RRB- .
		
		Warren 's long-lost son
Joel Dexter	PERSON	"-LRB- Andrew Still ;"
Rory Douglas-Speed	PERSON	#NOM?
November 2011	DATE	.
		
		Warren was arrested for his crimes in
December 2011	DATE	, serving as his departure .
		
		The character was released from prison to aid his
2016	DATE	reintroduction .
		
		He avenged his imprisonment by targeting
Mitzeee	ORGANIZATION	's sister
Maxine Minniver	PERSON	-LRB-
Nikki Sanderson	PERSON	-RRB- and beginning a fake relationship with her under an alias .
		
		Maxine became pregnant , but miscarried their child .
		
		He also entered a relationship with
Sienna Blake	PERSON	-LRB-
Anna Passey	PERSON	#NOM?
Warren	PERSON	and
Joel	PERSON	individually after believing
Warren	PERSON	caused her daughter 's death and also killing
Bart McQueen	PERSON	who
Warren	PERSON	thought was responsible for his sister
Katy	PERSON	's death back in
2014	DATE	.
		
		Warren arrives in
Hollyoaks	LOCATION	in
April 2006	DATE	to find
Sean	PERSON	.
		
		Warren demands money from
Sean	PERSON	as compensation for having him jailed , but is willing to write off
Sean	PERSON	's debts he owes him in exchange for a night with his wife ,
